fecha;ventas;tv_ad98;p1ola1_ad40;p2ola1_ad40;p3_ola1_ad40;p4_ola1_ad40;p5_ola1_ad40;p1_ola2_ad40;p1_ola3_ad40;dp;ip;iip_p1;iip_p2;iip_p3;revistas_ad20;competencia1;competencia2;competencia3;competencia4
2017-02-20;5,35;2356,179275;2,890000000e-08;1,543021900e-02;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;40;1,162518398;0,000000000;0,042990654;0,119626168;1,296429850e-01;0,000000000e+00;0,00000000000;0,004291845;0,036764706
2017-02-27;5,31;2309,055690;1,160000000e-08;6,172087000e-03;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;41;1,160894449;0,000000000;0,020715631;0,097928437;2,592859700e-02;0,000000000e+00;0,00000000000;0,005547850;0,000000000
2017-03-06;5,88;2262,874576;4,620000000e-09;2,468835000e-03;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;43;1,212480156;0,000000000;0,011904762;0,129251701;5,185719000e-03;0,000000000e+00;0,00000000000;0,009821977;0,000000000
2017-03-13;5,68;2217,617085;1,850000000e-09;9,875340000e-04;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;42;1,203678067;0,021126761;0,005281690;0,093309859;1,037144000e-03;0,000000000e+00;0,00000000000;0,007109005;0,000000000
2017-03-20;5,66;2173,264743;7,390000000e-10;3,950140000e-04;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;43;1,184905525;0,086572438;0,001766784;0,098939929;2,074290000e-04;0,000000000e+00;0,00000000000;0,003201708;0,000000000
2017-03-27;5,78;2129,799448;2,960000000e-10;1,580050000e-04;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;39;1,212604607;0,057093426;0,008650519;0,088235294;4,150000000e-05;0,000000000e+00;0,00000000000;0,002074689;0,000000000
2017-04-03;6,04;2087,203459;1,180000000e-10;6,320000000e-05;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;43;1,151423626;0,006622517;0,059602649;0,135761589;8,300000000e-06;0,000000000e+00;0,00000000000;0,003652968;0,000000000
2017-04-10;5,49;2045,459390;4,730000000e-11;2,530000000e-05;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;42;1,135825121;0,009107468;0,054644809;0,162112933;1,660000000e-06;0,000000000e+00;0,00000000000;0,005020080;0,000000000
2017-04-17;5,87;2004,550202;1,890000000e-11;1,010000000e-05;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;43;1,152266024;0,003407155;0,109028961;0,112436116;3,320000000e-07;0,000000000e+00;0,00000000000;0,008919722;0,000000000
2017-04-24;4,23;1964,459198;7,570000000e-12;4,040000000e-06;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;36;1,221801817;0,000000000;0,063829787;0,068557920;6,640000000e-08;0,000000000e+00;0,00000000000;0,013597033;0,000000000
2017-05-01;6,35;1925,170014;3,030000000e-12;1,620000000e-06;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;44;1,186197474;0,000000000;0,070866142;0,110236220;1,330000000e-08;0,000000000e+00;0,00000000000;0,015570934;0,330170778
2017-05-08;4,98;1886,666614;1,210000000e-12;6,470000000e-07;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;43;1,199686432;0,000000000;0,056224900;0,072289157;2,660000000e-09;0,000000000e+00;0,00000000000;0,045260461;0,276150628
2017-05-15;5,06;1848,933281;4,840000000e-13;2,590000000e-07;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;41;1,234488441;0,083003953;0,025691700;0,086956522;5,310000000e-10;0,000000000e+00;0,00000000000;0,037376049;0,204610951
2017-05-22;4,99;1811,954616;1,940000000e-13;1,040000000e-07;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;40;1,228609725;0,142284569;0,038076152;0,112224449;1,060000000e-10;0,000000000e+00;0,00000000000;0,030732861;0,100558659
2017-05-29;4,74;1775,715524;7,750000000e-14;4,140000000e-08;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;38;1,252064109;0,105485232;0,033755274;0,092827004;2,120000000e-11;0,000000000e+00;0,00000000000;0,019572954;0,127208481
2017-06-05;5,70;1740,201213;3,100000000e-14;1,660000000e-08;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;42;1,219297262;0,029824561;0,084210526;0,078947368;4,250000000e-12;0,000000000e+00;0,00000000000;0,017600000;0,076452599
2017-06-12;5,02;1705,397189;1,240000000e-14;6,630000000e-09;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;39;1,239335148;0,000000000;0,079681275;0,073705179;8,500000000e-13;0,000000000e+00;0,00000000000;0,015682657;0,057142857
2017-06-19;4,39;1671,289245;4,960000000e-15;2,650000000e-09;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;38;1,241544558;0,000000000;0,072892938;0,086560364;1,700000000e-13;0,000000000e+00;0,00000000000;0,021148036;0,000000000
2017-06-26;4,11;1637,863460;1,980000000e-15;1,060000000e-09;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;37;1,282922972;0,000000000;0,038929440;0,087591241;3,400000000e-14;0,000000000e+00;0,00000000000;0,013114754;0,028455285
2017-07-03;5,25;1605,106191;7,940000000e-16;4,240000000e-10;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;42;1,265442076;0,000000000;0,043809524;0,133333333;2,109251613e+03;0,000000000e+00;0,00000000000;0,021570319;0,000000000
2017-07-10;5,26;1573,004067;3,180000000e-16;1,700000000e-10;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;41;1,318021327;0,000000000;0,085551331;0,150190114;5,343437419e+03;0,000000000e+00;0,00000000000;0,007677543;0,000000000
2017-07-17;5,10;1541,543986;1,270000000e-16;6,790000000e-11;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;41;1,320355666;0,000000000;0,109803922;0,119607843;5,990274581e+03;0,000000000e+00;0,00000000000;0,054564533;0,042145594
2017-07-24;5,27;1510,713106;5,080000000e-17;2,710000000e-11;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;40;1,283323690;0,000000000;0,212523719;0,119544592;6,119642013e+03;0,000000000e+00;0,00000000000;0,051229508;0,045112782
2017-07-31;5,96;1480,498844;2,030000000e-17;1,090000000e-11;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,000000000e+00;0,0000000e+00;40;1,258253689;0,000000000;0,208053691;0,169463087;6,145515499e+03;0,000000000e+00;0,00000000000;0,079331942;0,000000000
2017-08-07;8,36;1762,238867;8,130000000e-18;4,340000000e-12;0,000000000e+00;0,000000000e+00;3,113500000e+02;0,000000000e+00;0,0000000e+00;45;1,269996220;0,000000000;0,208133971;0,092105263;1,229103100e+03;0,000000000e+00;0,00000000000;0,093716720;0,000000000
2017-08-14;8,63;2008,544090;3,250000000e-18;1,740000000e-12;0,000000000e+00;0,000000000e+00;4,060900000e+02;0,000000000e+00;0,0000000e+00;46;1,300169060;0,000000000;0,154113557;0,082271147;2,458206200e+02;0,000000000e+00;0,00000000000;0,050351288;0,000000000
2017-08-21;6,64;2149,823208;1,300000000e-18;6,950000000e-13;0,000000000e+00;0,000000000e+00;3,438860000e+02;0,000000000e+00;0,0000000e+00;40;1,324231238;0,000000000;0,114457831;0,075301205;4,916412399e+01;0,000000000e+00;0,00000000000;0,017937220;0,000000000
2017-08-28;7,79;2106,826744;5,200000000e-19;2,780000000e-13;0,000000000e+00;0,000000000e+00;1,375544000e+02;0,000000000e+00;0,0000000e+00;41;1,320201280;0,170731707;0,014120668;0,070603338;9,832824799e+00;0,000000000e+00;0,00000000000;0,016029593;0,000000000
2017-09-04;7,90;2064,690209;2,080000000e-19;1,110000000e-13;0,000000000e+00;0,000000000e+00;5,502176000e+01;0,000000000e+00;0,0000000e+00;42;1,315022426;0,210126582;0,012658228;0,078481013;1,966564960e+00;0,000000000e+00;0,00000000000;0,010285714;0,056782334
2017-09-11;7,55;2264,696405;8,320000000e-20;4,450000000e-14;0,000000000e+00;0,000000000e+00;2,200870400e+01;2,413000000e+02;0,0000000e+00;42;1,298584590;0,107284768;0,023841060;0,072847682;3,933129920e-01;0,000000000e+00;0,00000000000;0,011664899;0,243553009
